product_id|label|value|value_min|value_max|unit|type
1000043|Autres caractéristiques|protection des doigts,avec inhibition,||||LIST
1000044|Type|à réflexion directe||||SIMPLE
1000044|Configuration|rectangulaire||||SIMPLE
1000044|Type de faisceaux|infrarouge||||SIMPLE
1000044|Portée maximale||150|2,000|mm|MIN_MAX
1000045|Type|à réflexion directe||||SIMPLE
1000045|Configuration|cylindrique||||SIMPLE
1000045|Type de faisceaux|infrarouge||||SIMPLE
1000045|Portée maximale||100|1,000|mm|MIN_MAX
1000047|Technologie|photoélectrique||||SIMPLE
1000047|Distance de mesure|6|||mm|SIMPLE
1000048|Autres caractéristiques|antidéflagrant||||SIMPLE
1000050|Élément détecté|de particules||||SIMPLE
1000050|Autres caractéristiques|pour fluide hydraulique,pour applications hydrauliques,||||LIST
1000051|Élément détecté|de particules||||SIMPLE
1000051|Autres caractéristiques|robuste,pour liquide,||||LIST
1000053|Élément détecté|de mouvement||||SIMPLE
1000053|Technologie|radar||||SIMPLE
1000054|Élément détecté|de mouvement||||SIMPLE
1000054|Technologie|radar||||SIMPLE
1000055|Élément détecté|de mouvement,infrarouge passif,||||LIST
1000055|Autres caractéristiques|mural||||SIMPLE
1000056|Élément détecté|de mouvement,infrarouge passif,||||LIST
1000056|Autres caractéristiques|de plafond||||SIMPLE
1000058|Élément détecté|de particules||||SIMPLE
1000058|Autres caractéristiques|pour fluide hydraulique,pour applications hydrauliques,||||LIST
1000059|Élément détecté|de particules||||SIMPLE
1000059|Autres caractéristiques|robuste,pour liquide,||||LIST
1000061|Élément détecté|de mouvement||||SIMPLE
1000061|Technologie|radar||||SIMPLE
1000062|Élément détecté|de mouvement||||SIMPLE
1000062|Technologie|radar||||SIMPLE
1000063|Élément détecté|de mouvement,infrarouge passif,||||LIST
1000063|Autres caractéristiques|mural||||SIMPLE
1000064|Élément détecté|de mouvement,infrarouge passif,||||LIST
1000064|Autres caractéristiques|de plafond||||SIMPLE
1000066|Type|numérique||||SIMPLE
1000066|Forme|sur rail DIN||||SIMPLE
1000066|Applications|industriel||||SIMPLE
1000067|Objet de la mesure|pour réseau électrique||||SIMPLE
1000067|Mesurande|de puissance||||SIMPLE
1000067|Configuration|à intégrer||||SIMPLE
1000068|Type|monophasé||||SIMPLE
1000068|Montage|sur rail DIN||||SIMPLE
1000068|Courant||1|250|A|MIN_MAX
1000068|Tension||120|400|V|MIN_MAX
1000069|Objet de la mesure|pour réseau électrique||||SIMPLE
1000069|Mesurande|de qualité d'énergie||||SIMPLE
1000069|Configuration|à intégrer||||SIMPLE
1000070|Objet de la mesure|pour réseau électrique||||SIMPLE
1000070|Mesurande|de puissance||||SIMPLE
1000070|Configuration|à intégrer||||SIMPLE
1000071|Technologie|à fibre optique||||SIMPLE
1000071|Montage|à pince||||SIMPLE
1000071|Spécification électrique|DC||||SIMPLE
1000072|Type|monophasé||||SIMPLE
1000072|Montage|sur rail DIN||||SIMPLE
1000072|Courant||1|250|A|MIN_MAX
1000072|Tension||120|400|V|MIN_MAX
1000073|Technologie|à transformateur||||SIMPLE
1000073|Montage|sur rail DIN||||SIMPLE
1000073|Spécification électrique|AC,DC,||||LIST
1000073|Autres caractéristiques|de supervision||||SIMPLE
1000073|Courant||0|100|A|MIN_MAX
1000074|Élément détecté|de particules||||SIMPLE
1000074|Autres caractéristiques|pour fluide hydraulique,pour applications hydrauliques,||||LIST
1000075|Élément détecté|de particules||||SIMPLE
1000075|Autres caractéristiques|robuste,pour liquide,||||LIST
1000077|Élément détecté|de mouvement||||SIMPLE
1000077|Technologie|radar||||SIMPLE
1000078|Élément détecté|de mouvement||||SIMPLE
1000078|Technologie|radar||||SIMPLE
1000079|Fluide|pour ammoniac,pour GPL,||||LIST
1000079|Actionnement|électrique||||SIMPLE
1000079|Amorçage|auto-amorçante||||SIMPLE
1000079|Technologie|à palettes||||SIMPLE
1000079|Autres caractéristiques|de remplissage,de transfert,||||LIST
1000079|Débit|49.2,22.7,37.9,30.3,|||l/min|LIST
1000079|Pression||0|6.8|bar|MIN_MAX
1000080|Fluide|pour produits chimiques||||SIMPLE
1000080|Actionnement|électrique||||SIMPLE
1000080|Amorçage|auto-amorçante||||SIMPLE
1000080|Technologie|à palettes||||SIMPLE
1000080|Autres caractéristiques|de process||||SIMPLE
1000080|Débit||23|379|l/min|MIN_MAX
1000083|Technologie|infrarouge||||SIMPLE
1000084|Autres caractéristiques|compact||||SIMPLE
1000085|Type|couleur||||SIMPLE
1000085|Autres caractéristiques|compact||||SIMPLE
1000086|Format|sur rail DIN||||SIMPLE
1000086|Spécifications|configurable||||SIMPLE
1000087|Type de signal|régulateur de température||||SIMPLE
1000087|Autres caractéristiques|sur rail DIN||||SIMPLE
1000088|Type de signal|impulsion||||SIMPLE
1000088|Fonction combinée|transmetteur||||SIMPLE
1000088|Autres caractéristiques|sur rail DIN||||SIMPLE
1000089|Grandeur mesurée|de température,de pression,||||LIST
1000089|Connectique|USB,sans fil,||||LIST
1000089|Affichage|avec écran||||SIMPLE
1000089|Autres caractéristiques|alimenté par batterie||||SIMPLE
1000090|Grandeur mesurée|de pression,de débit,RPM,||||LIST
1000090|Connectique|USB||||SIMPLE
1000090|Affichage|avec écran||||SIMPLE
1000090|Autres caractéristiques|multifonction||||SIMPLE
1000091|Type|sur rail DIN||||SIMPLE
1000091|Entrée / sortie|avec E/S intégrée||||SIMPLE
1000091|Réseau|pour bus de terrain,Modbus,sur réseau Ethernet,||||LIST
1000091|Applications|de gestion||||SIMPLE
1000092|Type|box,compact,||||LIST
1000092|Entrée / sortie|avec E/S intégrée||||SIMPLE
1000092|Réseau|pour bus de terrain,sur réseau Ethernet,||||LIST
1000093|Type|box,compact,nano,||||LIST
1000093|Entrée / sortie|avec E/S intégrée,entrées numériques,||||LIST
1000093|Réseau|RS485,GPRS,||||LIST
1000094|Type|box,nano,||||LIST
1000094|Entrée / sortie|avec E/S intégrée,entrées numériques,||||LIST
1000094|Réseau|Modbus,Ethernet TCP/IP,sur réseau Ethernet,GPRS,||||LIST
1000095|Entrée / sortie|avec E/S intégrée,sorties numériques,||||LIST
1000095|Réseau|pour bus de terrain||||SIMPLE
1000095|Autres caractéristiques|modulaire||||SIMPLE
1000096|Valeur controlée/mesurée|de sécurité||||SIMPLE
1000096|Autres caractéristiques|sur rail DIN||||SIMPLE
1000097|Valeur controlée/mesurée|de sécurité||||SIMPLE
1000097|Autres caractéristiques|sur rail DIN,d'arrêt d'urgence,||||LIST
1000098|Valeur controlée/mesurée|de sécurité||||SIMPLE
1000098|Autres caractéristiques|numérique,IEC,d'arrêt d'urgence,sur rail DIN,||||LIST
1000099|Affichage|à affichage numérique||||SIMPLE
1000099|Type|programmable||||SIMPLE
1000100|Affichage|numérique||||SIMPLE
1000100|Type|programmable||||SIMPLE
1000100|Utilisation|de refroidissement,de chauffage,||||LIST
1000100|Autres caractéristiques|configurable||||SIMPLE
1000100|Température maximale||0|50|°C|MIN_MAX
1000101|Affichage|numérique||||SIMPLE
1000101|Type|avec contrôle à distance||||SIMPLE
1000101|Utilisation|de refroidissement,de chauffage,||||LIST
1000101|Autres caractéristiques|automatique||||SIMPLE
1000101|Température maximale||0|500|°C|MIN_MAX
1000102|Spécifications|avec électrovanne intégrée||||SIMPLE
1000103|Type|GPRS||||SIMPLE
1000103|Port|Ethernet||||SIMPLE
1000105|Spécifications|analogue,enregistreur de données,||||LIST
1000105|Nombre d'entrées/sorties|à 8 E/S||||SIMPLE
1000106|Technologie|proportionnel||||SIMPLE
1000108|Applications|pour la domotique||||SIMPLE
1000109|Interface|à écran tactile||||SIMPLE
1000109|Montage|à montage VESA||||SIMPLE
1000109|Résolution|800 x 480,1024 x 768,480 x 272,||||LIST
1000109|Processeur|ARM Cortex-A8||||SIMPLE
1000109|Autres caractéristiques|TFT LCD,TCP/IP,Modbus,||||LIST
1000109|Applications|de contrôle||||SIMPLE
1000109|Taille d'écran|10,7,4.3,|||in|LIST
1000110|Interface|à écran tactile||||SIMPLE
1000110|Montage|à montage VESA||||SIMPLE
1000110|Résolution|800 x 480,480 x 272,||||LIST
1000110|Processeur|ARM Cortex-A8||||SIMPLE
1000110|Autres caractéristiques|TFT LCD,sans ventilateur,programmable,RS422/RS485,Modbus,||||LIST
1000110|Applications|d'affichage||||SIMPLE
1000110|Taille d'écran|7,4.3,|||in|LIST
1000111|Mesurande|de process||||SIMPLE
1000111|Affichage|numérique||||SIMPLE
1000111|Type|pour montage sur panneau||||SIMPLE
1000112|Mesurande|de process||||SIMPLE
1000112|Affichage|numérique||||SIMPLE
1000112|Type|pour montage sur panneau||||SIMPLE
1000113|Mesurande|de température||||SIMPLE
1000113|Affichage|numérique||||SIMPLE
1000113|Type|pour montage sur panneau||||SIMPLE
1000114|Mesurande|de débit||||SIMPLE
1000114|Affichage|numérique||||SIMPLE
1000115|Type|LCD||||SIMPLE
1000115|Format|17 segments||||SIMPLE
1000116|Type|binaire,tachymètre,de lots,||||LIST
1000116|Affichage|numérique||||SIMPLE
1000116|Technologie|électronique||||SIMPLE
1000116|Autres caractéristiques|multifonction,à présélection,||||LIST
1000117|Type|binaire||||SIMPLE
1000117|Affichage|numérique||||SIMPLE
1000117|Technologie|électronique||||SIMPLE
1000117|Autres caractéristiques|à présélection,multifonction,||||LIST
1000118|Type|horaire||||SIMPLE
1000118|Affichage|numérique||||SIMPLE
1000118|Technologie|électromécanique||||SIMPLE
1000119|Type|horaire||||SIMPLE
1000119|Affichage|numérique||||SIMPLE
1000119|Technologie|électromécanique||||SIMPLE
1000119|Autres caractéristiques|multifonction||||SIMPLE
1000120|Type|horaire||||SIMPLE
1000120|Technologie|électromécanique||||SIMPLE
1000121|Type|d'énergie||||SIMPLE
1000121|Affichage|numérique,analogique,||||LIST
1000121|Technologie|électronique||||SIMPLE
1000121|Autres caractéristiques|sur rail DIN||||SIMPLE
1000122|Technologie|pneumatique||||SIMPLE
1000123|Type|volumétrique||||SIMPLE
1000123|Affichage|numérique||||SIMPLE
1000123|Technologie|électronique||||SIMPLE
1000123|Autres caractéristiques|pour montage sur panneau||||SIMPLE
1000124|Type|tension / courant||||SIMPLE
1000125|Type de signal|numérique,analogique,||||LIST
1000125|Nombre d'entrées/sorties|4 canaux||||SIMPLE
1000125|Montage|à montage sur rail DIN||||SIMPLE
1000125|Autres caractéristiques|antidéflagrant||||SIMPLE
1000126|Type de signal|numérique||||SIMPLE
1000126|Bus|Ethernet,série,BACnet,||||LIST
1000126|Type|décentralisées||||SIMPLE
1000126|Autres caractéristiques|compact||||SIMPLE
1000127|Type|administrable||||SIMPLE
1000127|Nombre de ports|8 ports||||SIMPLE
1000127|Autres caractéristiques|redondant||||SIMPLE
1000127|Applications|industriel||||SIMPLE
1000128|Type|administrable||||SIMPLE
1000128|Nombre de ports|5 ports||||SIMPLE
1000128|Autres caractéristiques|redondant,SFP+,robuste,||||LIST
1000128|Applications|industriel||||SIMPLE
1000129|Autres caractéristiques|pour zone dangereuse,de basse fréquence,||||LIST
1000129|Domaine|industriel||||SIMPLE
1000130|Autres caractéristiques|à grande vitesse||||SIMPLE
1000130|Applications produit|pour éolienne,pour centrale,||||LIST
1000130|Domaine|industriel||||SIMPLE
1000131|Type|de mesure,de courant,||||LIST
1000131|Construction|encapsulé||||SIMPLE
1000131|Autres caractéristiques|ouvrable,sur rail DIN,||||LIST
1000131|Courant||0|6,000|A|MIN_MAX
1000132|Type|de mesure,de courant,||||LIST
1000132|Construction|encapsulé||||SIMPLE
1000132|Autres caractéristiques|ouvrable,sur rail DIN,||||LIST
1000132|Courant||50|4,000|A|MIN_MAX
1000133|Type|de courant,de mesure,||||LIST
1000133|Construction|encapsulé||||SIMPLE
1000133|Autres caractéristiques|toroïdal,embrochable,en boîtier plastique,basse tension,||||LIST
1000133|Courant||50|2,500|A|MIN_MAX
1000133|Tension primaire||230|400|V|MIN_MAX
1000133|Tension secondaire|690|||V|SIMPLE
1000134|Type|de mesure,de courant,||||LIST
1000134|Construction|encapsulé||||SIMPLE
1000134|Autres caractéristiques|ouvrable,sur rail DIN,||||LIST
1000134|Courant||0|6,000|A|MIN_MAX
1000135|Type|de mesure,de courant,||||LIST
1000135|Construction|encapsulé||||SIMPLE
1000135|Autres caractéristiques|ouvrable,sur rail DIN,||||LIST
1000135|Courant||50|4,000|A|MIN_MAX
1000136|Type|de courant,de mesure,||||LIST
1000136|Construction|encapsulé||||SIMPLE
1000136|Autres caractéristiques|toroïdal,embrochable,en boîtier plastique,basse tension,||||LIST
1000136|Courant||50|2,500|A|MIN_MAX
1000136|Tension primaire||230|400|V|MIN_MAX
1000136|Tension secondaire|690|||V|SIMPLE
1000140|Spécification électrique|triphasé||||SIMPLE
1000140|Construction|isolé à l'air||||SIMPLE
1000140|Applications|pour distribution électrique||||SIMPLE
1000140|Courant||83|833|A|MIN_MAX
1000140|VAC||120|208|V|MIN_MAX
1000141|Type|numérique||||SIMPLE
1000141|Spécification électrique|contre les courts-circuits||||SIMPLE
1000141|Mode de fonctionnement|modulaire||||SIMPLE
1000141|Autres caractéristiques|miniature||||SIMPLE
1000141|Applications|pour l'électronique||||SIMPLE
1000141|Courant||1|8|A|MIN_MAX
1000141|VDC|24|||V|SIMPLE
1000142|Type|numérique||||SIMPLE
1000142|Spécification électrique|contre les courts-circuits,pour surcharge,contre les surintensités,haute densité,||||LIST
1000142|Mode de fonctionnement|modulaire||||SIMPLE
1000142|Autres caractéristiques|compact||||SIMPLE
1000142|Courant||0.5|12|A|MIN_MAX
1000142|VDC|24|||V|SIMPLE
1000143|Type|magnéto-thermique||||SIMPLE
1000143|Mode de fonctionnement|modulaire||||SIMPLE
1000143|Courant||0|1,600|A|MIN_MAX
1000144|Mode de fonctionnement|modulaire||||SIMPLE
1000144|Autres caractéristiques|à boîtier moulé||||SIMPLE
1000144|Applications|de protection moteur||||SIMPLE
1000144|Courant||0.1|25|A|MIN_MAX
1000145|Type|AC/DC||||SIMPLE
1000145|Autres caractéristiques|sur rail DIN,à découpage,CE,||||LIST
1000145|Tension d'entrée|85,264,|||V|LIST
1000145|Tension de sortie|24|||V|SIMPLE
1000145|Courant|5|||A|SIMPLE
1000146|Type|AC/DC||||SIMPLE
1000146|Autres caractéristiques|sur rail DIN,à découpage,CE,||||LIST
1000146|Tension d'entrée|85,264,|||V|LIST
1000146|Tension de sortie|24|||V|SIMPLE
1000146|Courant|10|||A|SIMPLE
1000147|Type|AC/DC||||SIMPLE
1000147|Sortie|à sortie simple||||SIMPLE
1000147|Autres caractéristiques|sur rail DIN,monophasée,à découpage,CE,||||LIST
1000147|Tension d'entrée|93,264,|||V|LIST
1000147|Tension de sortie|24|||V|SIMPLE
1000148|Type|AC/DC||||SIMPLE
1000148|Autres caractéristiques|CE,sur rail DIN,monophasée,pour applications industrielles,à découpage,||||LIST
1000148|Tension d'entrée|93,264,|||V|LIST
1000148|Tension de sortie|24|||V|SIMPLE
1000149|Type|AC/DC||||SIMPLE
1000149|Autres caractéristiques|pour applications industrielles,sur rail DIN,monophasée,CE,||||LIST
1000149|Tension d'entrée|264,93,|||V|LIST
1000149|Tension de sortie|24|||V|SIMPLE
1000150|Type|AC/DC||||SIMPLE
1000150|Autres caractéristiques|rackable,numérique,||||LIST
1000151|Type|AC/DC||||SIMPLE
1000151|Sortie|à sortie simple||||SIMPLE
1000151|Autres caractéristiques|châssis fermé,haute puissance,à découpage,||||LIST
1000152|Type|AC/DC||||SIMPLE
1000152|Autres caractéristiques|châssis fermé,haute puissance,à découpage,||||LIST
1000153|Type|AC/DC||||SIMPLE
1000153|Sortie|à deux sorties||||SIMPLE
1000153|Autres caractéristiques|à découpage||||SIMPLE
1000153|Puissance||12|130|W|MIN_MAX
1000153|Tension d'entrée||110|240|V|MIN_MAX
1000153|Tension de sortie|12,24,|||V|LIST
1000154|Type|AC/DC||||SIMPLE
1000154|Sortie|régulée||||SIMPLE
1000154|Autres caractéristiques|châssis fermé,modulaire,avec protection contre les courts-circuits,à découpage,||||LIST
1000154|Puissance|25|||W|SIMPLE
1000154|Tension d'entrée||100|240|V|MIN_MAX
1000154|Tension de sortie|12|||V|SIMPLE
1000154|Courant|2.1|||A|SIMPLE
1000155|Type|AC/DC||||SIMPLE
1000155|Sortie|ajustable||||SIMPLE
1000155|Autres caractéristiques|pour applications industrielles,compacte,modulaire,sur rail DIN,encastrable,monophasée,à découpage,||||LIST
1000155|Puissance||30|100|W|MIN_MAX
1000155|Tension d'entrée||85|264|V|MIN_MAX
1000155|Tension de sortie||12|24|V|MIN_MAX
1000155|Courant||1.1|6.5|A|MIN_MAX
1000156|Type|AC/DC||||SIMPLE
1000156|Sortie|ajustable||||SIMPLE
1000156|Autres caractéristiques|robuste,type frontale,sur rail DIN,à découpage,||||LIST
1000156|Tension d'entrée||90|264|V|MIN_MAX
1000156|Tension de sortie|24|||V|SIMPLE
1000156|Courant||1.25|40|A|MIN_MAX
1000157|Type|DC/DC||||SIMPLE
1000157|Autres caractéristiques|sur rail DIN||||SIMPLE
1000157|Puissance||6|10|W|MIN_MAX
1000157|Tension d'entrée|9.2,36,|||V|LIST
1000157|Tension de sortie|12,24,|||V|LIST
1000159|Configuration|sur rail DIN||||SIMPLE
1000159|Autres caractéristiques|isolé||||SIMPLE
1000159|Tension d'entrée|220,48,|||V|LIST
1000159|Tension de sortie|12|||V|SIMPLE
1000160|Configuration|sur rail DIN||||SIMPLE
1000160|Spécification électrique|abaisseur||||SIMPLE
1000160|Autres caractéristiques|isolé||||SIMPLE
1000160|Tension d'entrée|||||SIMPLE
1000160|Tension de sortie|24|||V|SIMPLE
1000161|Configuration|sur rail DIN||||SIMPLE
1000161|Spécification électrique|abaisseur||||SIMPLE
1000161|Autres caractéristiques|isolé||||SIMPLE
1000161|Tension d'entrée|24|||V|SIMPLE
1000161|Tension de sortie|12|||V|SIMPLE
1000162|Configuration|sur rail DIN||||SIMPLE
1000162|Autres caractéristiques|à découpage||||SIMPLE
1000162|Tension d'entrée|900,300,|||V|LIST
1000162|Tension de sortie|24|||V|SIMPLE
1000163|Configuration|encapsulé||||SIMPLE
1000163|Spécification électrique|abaisseur||||SIMPLE
1000163|Autres caractéristiques|isolé||||SIMPLE
1000163|Tension d'entrée||9|36|V|MIN_MAX
1000163|Tension de sortie||2|32|V|MIN_MAX
1000164|Configuration|SMD||||SIMPLE
1000164|Spécification électrique|abaisseur||||SIMPLE
1000164|Autres caractéristiques|isolé||||SIMPLE
1000164|Puissance||0.5|150|W|MIN_MAX
1000165|Spécification électrique|sinusoïdal,monophasé,||||LIST
1000165|Applications|pour applications solaires||||SIMPLE
1000165|Puissance||3,300|8,000|W|MIN_MAX
1000166|Spécification électrique|à sinus modifié||||SIMPLE
1000166|Applications|pour applications solaires||||SIMPLE
1000166|Puissance||100,000|500,000|W|MIN_MAX
1000167|Technologie|hors réseau||||SIMPLE
1000167|Spécification électrique|à sinus modifié||||SIMPLE
1000167|Applications|pour applications industrielles,pour applications nucléaires,||||LIST
1000167|Tension|230,380,220,240,400,|||V|LIST
1000167|Puissance kVA||5|200|kVA|MIN_MAX
1000168|Technologie|hors réseau||||SIMPLE
1000168|Spécification électrique|sinusoïdal||||SIMPLE
1000168|Applications|pour applications professionnelle,pour applications mobiles,||||LIST
1000168|Autres caractéristiques|compact||||SIMPLE
1000168|Puissance||100|2,500|W|MIN_MAX
1000168|Tension|110,230,|||V|LIST
