product_id|label|value|value_min|value_max|unit|type
1000290|Technologie|sous vide||||SIMPLE
1000290|Applications|d'air||||SIMPLE
1000291|Technologie|par réfrigération||||SIMPLE
1000291|Capacité||12|10,800|m³/h|MIN_MAX
1000291|Pression|50,14,|||bar|LIST
1000292|Technologie|par adsorption sans chaleur||||SIMPLE
1000292|Autres caractéristiques|compact||||SIMPLE
1000292|Capacité||8|86|m³/h|MIN_MAX
1000292|Pression|7,16,9,5,|||bar|LIST
1000293|Technologie|par adsorption sans chaleur||||SIMPLE
1000293|Autres caractéristiques|chaleur interne||||SIMPLE
1000293|Capacité||6.81|102|m³/h|MIN_MAX
1000293|Pression||4|13|bar|MIN_MAX
1000294|Technologie|par adsorption||||SIMPLE
1000294|Autres caractéristiques|compact||||SIMPLE
1000294|Capacité||85|567|l/min|MIN_MAX
1000294|Pression||4|12|bar|MIN_MAX
1000295|Technologie|à membrane||||SIMPLE
1000295|Capacité||50|400|l/min|MIN_MAX
1000295|Pression||3|12.5|bar|MIN_MAX
1000296|Technologie|à membrane||||SIMPLE
1000296|Capacité||300|1,000|l/min|MIN_MAX
1000296|Pression||3|12.5|bar|MIN_MAX
1000297|Technologie|par adsorption à récupération de chaleur de compression||||SIMPLE
1000297|Capacité||40|2,000|l/min|MIN_MAX
1000297|Pression||4|16|bar|MIN_MAX
1000299|Matière|d'air||||SIMPLE
1000300|Matière|d'air||||SIMPLE
1000301|Matière|d'air||||SIMPLE
1000302|Matière|d'air||||SIMPLE
1000303|Matière|d'air||||SIMPLE
1000304|Matière|d'eau||||SIMPLE
1000304|Autres caractéristiques|à condensation par eau||||SIMPLE
1000304|Puissance||2,500|757,000|W|MIN_MAX
1000305|Matière|d'huile||||SIMPLE
1000305|Applications|pour applications hydrauliques||||SIMPLE
1000305|Puissance||2,000|24,000|W|MIN_MAX
1000306|Type|ventilé||||SIMPLE
1000307|Type|PTC||||SIMPLE
1000307|Autres caractéristiques|sans ventilateur,pour armoire électrique,||||LIST
1000307|Puissance|100,50,25,150,|||kW|LIST
1000308|Type|de moteur||||SIMPLE
1000308|Spécification électrique|monophasé||||SIMPLE
1000308|Autres caractéristiques|pour compresseur||||SIMPLE
1000309|Technologie|à ciseaux||||SIMPLE
1000309|Actionnement|hydraulique||||SIMPLE
1000309|Autres caractéristiques|de précision||||SIMPLE
1000309|Charge|||||SIMPLE
1000309|Élévation||25|150|mm|MIN_MAX
1000310|Technologie|à ciseaux||||SIMPLE
1000310|Autres caractéristiques|de précision||||SIMPLE
1000310|Charge|||||SIMPLE
1000310|Élévation||0|25|mm|MIN_MAX
1000311|Géométrie|ovale||||SIMPLE
1000311|Autres caractéristiques|pour la préhension||||SIMPLE
1000312|Géométrie|rond,à soufflet,||||LIST
1000312|Autres caractéristiques|pour la préhension||||SIMPLE
1000312|Diamètre||2|200|mm|MIN_MAX
1000313|Géométrie|rond,à soufflet,||||LIST
1000313|Autres caractéristiques|pour la préhension||||SIMPLE
1000313|Diamètre||2|200|mm|MIN_MAX
1000314|Géométrie|rond,à soufflet,||||LIST
1000314|Autres caractéristiques|pour la préhension||||SIMPLE
1000314|Diamètre||1|125|mm|MIN_MAX
1000315|Autres caractéristiques|miniature,électrique,||||LIST
1000317|Type de câble|pour bus de terrain||||SIMPLE
1000317|Autres caractéristiques|rectangulaire||||SIMPLE
1000318|Type de câble|de bus||||SIMPLE
1000320|Fluide|à liquide,à gaz,||||LIST
1000320|Élément filtrant|à cartouche||||SIMPLE
1000320|Autre caractéristique|pour applications biopharmaceutiques||||SIMPLE
1000320|Taille de filtration||0.1|100|µm|MIN_MAX
1000321|Fluide|à gaz||||SIMPLE
1000321|Élément filtrant|à cartouche||||SIMPLE
1000321|Autre caractéristique|haute performance,stérile,||||LIST
1000321|Pression de fonctionnement|||||SIMPLE
1000321|Débit||0.6|49.5|l/min|MIN_MAX
1000322|Fluide|à air,à eau,||||LIST
1000322|Élément filtrant|à cartouche||||SIMPLE
1000322|Autre caractéristique|en T,en acier inoxydable,en laiton,||||LIST
1000322|Taille de filtration||1|450|µm|MIN_MAX
1000322|Pression de fonctionnement|134,120,79,69,,943.506,|||psi)|LIST
1000323|Fluide|à air||||SIMPLE
1000323|Autre caractéristique|écologique,à particules,||||LIST
1000323|Pression de fonctionnement|||||SIMPLE
1000323|Débit||0|2,000|l/min|MIN_MAX
1000324|Fluide|à air||||SIMPLE
1000324|Autre caractéristique|à grande capacité,à visser,à particules,||||LIST
1000324|Taille de filtration|3,5,|||µm|LIST
1000324|Pression de fonctionnement|0.35,0.7,|||bar|LIST
1000324|Débit|3,000,|||l/min|SIMPLE
1000325|Fluide|à air||||SIMPLE
1000325|Élément filtrant|à panier simple||||SIMPLE
1000325|Autre caractéristique|de grande capacité,haute performance,pour moteur thermique,coalesceur,à particules,||||LIST
1000325|Débit||0|1,416|l/min|MIN_MAX
1000326|Fluide|à air||||SIMPLE
1000326|Élément filtrant|à cartouche||||SIMPLE
1000326|Autre caractéristique|jetable,industriel,pour moteur marin,pour moteur,||||LIST
1000327|Media|à air||||SIMPLE
1000327|Type de filtration|au charbon actif||||SIMPLE
1000327|Applications|à usage général||||SIMPLE
1000327|Domaine|industrielle||||SIMPLE
1000327|Taille des particules||0.01|40|µm|MIN_MAX
1000328|Media|pour solvant||||SIMPLE
1000328|Type de filtration|pour filtration fine||||SIMPLE
1000328|Matériau|en métal||||SIMPLE
1000329|Installation|pour armoire électrique||||SIMPLE
1000329|Configuration|axial||||SIMPLE
1000329|Fonction|d'évacuation||||SIMPLE
1000329|Autres caractéristiques|à filtre,à bruit réduit,||||LIST
1000329|Débit d'air||14|470|m³/h|MIN_MAX
1000330|Fluide|à air,à eau,||||LIST
1000330|Élément filtrant|à cartouche||||SIMPLE
1000330|Autre caractéristique|en T,en acier inoxydable,en laiton,||||LIST
1000330|Taille de filtration||1|450|µm|MIN_MAX
1000330|Pression de fonctionnement|134,120,79,69,,943.506,|||psi)|LIST
1000334|Élément détecté|d'intrusion,PIR,||||LIST
1000336|Type|de choc||||SIMPLE
1000336|Technologie|mécanique||||SIMPLE
1000336|Applications|pour machine||||SIMPLE
1000336|Force||3|37|N|MIN_MAX
1000336|Course||0|76|mm|MIN_MAX
1000337|Type|de choc||||SIMPLE
1000337|Technologie|mécanique||||SIMPLE
1000337|Autres caractéristiques|réglable||||SIMPLE
1000337|Force|3,000,|||N|LIST
1000338|Type|de choc||||SIMPLE
1000338|Technologie|mécanique||||SIMPLE
1000338|Force|4,000,|||N|LIST
1000339|Type|de choc||||SIMPLE
1000339|Technologie|mécanique||||SIMPLE
1000339|Force||0.9|3,000|N|MIN_MAX
1000340|Type|de choc||||SIMPLE
1000340|Technologie|mécanique||||SIMPLE
1000340|Matériau|en inox||||SIMPLE
1000340|Force||1.5|500|N|MIN_MAX
1000341|Type|de choc||||SIMPLE
1000341|Technologie|mécanique||||SIMPLE
1000341|Course||2|5|mm|MIN_MAX
1000342|Fonction|de sécurité||||SIMPLE
1000342|Type de faisceaux|multifaisceau||||SIMPLE
1000342|Construction|type barrage||||SIMPLE
1000342|Portée||0|4|m|MIN_MAX
1000343|Fonction|de sécurité||||SIMPLE
1000343|Type de faisceaux|multifaisceau||||SIMPLE
1000343|Construction|type barrage||||SIMPLE
1000343|Niveau de protection|IP65||||SIMPLE
1000343|Autres caractéristiques|protection des doigts,avec inhibition,||||LIST
1000344|Application|d'incendie||||SIMPLE
1000344|Élément détecté|de fumée||||SIMPLE
1000345|Application|d'incendie||||SIMPLE
1000345|Élément détecté|de fumée||||SIMPLE
