product_id|model|label|description|category_id|brand|image|status
1000710|EVcc-PR series|lampe torche à LED / d'inspection / antidéflagrante|EVcc-PR-LED Series : projecteur LED compact - aluminium exempt de cuivre.|70344|MARECHAL ELECTRIC|1545131217213-c786e682-1b51-4826-b838-cef6e7822fb9|DONE
1000711|Weidmüller|collier de câblage en polyamide|Les colliers de câble permettent d'organiser correctement le câblage de l'installation. Les colliers de câble se caractérisent par leur résistance et leur longue durée de vie. Les colliers de câble en acier offrent en outre une fixation permanente dans des conditions extrêmes, telles que des températures élevées ou des influences chimiques importantes. <br> Colliers de serrage CB pour la fixation de câbles et de repères. Ils sont particulièrement adaptés à la fixation des repères de câble CLI M, SFX, WKM et WKS. Le matériau utilisé est du polyamide PA 6.6 résistant à la rupture, avec une classe dinflammabilité V2 à UL-94|70420|Weidmüller|1545131221684-7fc61f18-ec2b-4772-9577-8c2aa5f304c7|DONE
1000712|2300/2400 series|élément de fixation métallisé / à coller|Les produits des séries ThreeBond 2300 et 2400 utilisent une technologie développée pour satisfaire aux exigences extrêmement complexes. Le processus est un processus de placage spécial au cours duquel les résines sont appliquées sur les filetages des vis ou des boulons, remplaçant ainsi la nécessité d’utiliser des anaérobiques liquides, rubans d’étanchéité ou joints d’étanchéité liquides.<br> <br> Au cours du procédé MEC, un agent d’étanchéité et de colmatage microencapsulé extrêmement réactif est appliqué sur les filetages des vis, boulons ou tuyaux. L’agent ne réagit pas tant que la pièce n’est pas serrée. Les microcapsules se rompent ensuite et l’agent d’étanchéité et de colmatage se polymérise instantanément pour éviter d’éventuels desserrages ou fuites.|70427|THREEBOND|1545131226748-dd386714-fe93-4f20-b6f9-4e0b67c6af56|DONE
1000713|Parker Hannifin France SAS|bouchon rond / mâle / en nylon|Bouchons reniflards IP65Homologation IP65. Résistance au lavage au jet d'eau. Baffle anti-débordement. Matériau anticorrosion. Elément filtrant 10 microns. Option pressurisé. Montage 1 seul perçage, collerette 6 trous et à visser.|70448|Parker|1545131232022-7ce62db0-166b-49ac-87fe-75de37a90f3e|DONE
1000714|SA Origa series|amortisseur de choc / mécanique / pour machine|Amortisseurs de chocs SA Origa. Amortisseurs rglables et non rglables. Courses amortissement jusqu  76 mm, nergie absorbe jusqu  146000 Nm/h.<br> <br> Une solution pour chaque application. Leur grande capacit d amortissement et leur construction renforce leur assurent une dure de vie importante dans les conditions les plus svres d utilisation. Ils permettent d'amener une masse en mouvement l'arrt, rapidement et en toute scurit, sans rebondissement ni recul. Les amortisseurs de chocs permettent une dclration linaire et contrle sur une course prdfinie. Ils fonctionnent par la conversion de l'nergie cintique en nergie thermique, par pressurisation d un fluide hydraulique travers des orifices calibrs. L'utilisation d'un amortisseur de chocs offre les avantages suivants : rduit la maintenance, le bruit et les chocs pour augmenter la dure de vie de la machine, des vitesses de fonctionnement plus importantes pour amliorer le taux de production, de rduire les cots de construction et d amliorer la qualit de production tout en prservant la scurit. Une vaste gamme de taille est disponible pour des masses de quelques grammes jusqu  plusieurs tonnes.|70453|Parker|1545131239997-75080d2b-f9ec-46a2-82f2-e9055e041373|DONE
1000715|DYSR|absorbeur de choc / mécanique / réglable|<br> Course 8 … 60 mm<br> Absorption d'énergie max. par course 4 … 384 J<br> Amortissement réglable|70453|festo|1545131246278-18655c95-a8b0-4148-ade7-3fda8cce7463|DONE
1000716|YSR-C|absorbeur de choc / mécanique|<br> Course 4 … 60 mm<br> Absorption d'énergie max. par course 0,6 … 380 J<br> Amotissement auto-progressif.|70453|festo|1545131252119-637fa1f2-ec06-4570-a4ad-b4fe21422ed1|DONE
1000717|YSRW|absorbeur de choc / mécanique|<br> Course 8 … 34 mm<br> Absorption d'énergie max. par course 1,3 … 70 J<br> Amortissement auto-ajustable, courbe d'amortissement douce.|70453|festo|1545131256955-4982d362-50e0-480d-a98e-abe130f9917e|DONE
1000718|SA Origa series|amortisseur de choc / mécanique / pour machine|Amortisseurs de chocs SA Origa. Amortisseurs rglables et non rglables. Courses amortissement jusqu  76 mm, nergie absorbe jusqu  146000 Nm/h.<br> <br> Une solution pour chaque application. Leur grande capacit d amortissement et leur construction renforce leur assurent une dure de vie importante dans les conditions les plus svres d utilisation. Ils permettent d'amener une masse en mouvement l'arrt, rapidement et en toute scurit, sans rebondissement ni recul. Les amortisseurs de chocs permettent une dclration linaire et contrle sur une course prdfinie. Ils fonctionnent par la conversion de l'nergie cintique en nergie thermique, par pressurisation d un fluide hydraulique travers des orifices calibrs. L'utilisation d'un amortisseur de chocs offre les avantages suivants : rduit la maintenance, le bruit et les chocs pour augmenter la dure de vie de la machine, des vitesses de fonctionnement plus importantes pour amliorer le taux de production, de rduire les cots de construction et d amliorer la qualit de production tout en prservant la scurit. Une vaste gamme de taille est disponible pour des masses de quelques grammes jusqu  plusieurs tonnes.|70454|Parker|1545131262937-0affa678-93e5-456c-8037-3ed7a3beac31|DONE
1000719|DYSR|absorbeur de choc / mécanique / réglable|<br> Course 8 … 60 mm<br> Absorption d'énergie max. par course 4 … 384 J<br> Amortissement réglable|70454|festo|1545131267458-d31b4847-5605-476d-b424-46cdb19f0aea|DONE
1000720|YSR-C|absorbeur de choc / mécanique|<br> Course 4 … 60 mm<br> Absorption d'énergie max. par course 0,6 … 380 J<br> Amotissement auto-progressif.|70454|festo|1545131273689-9d8b56bc-1576-4560-9a23-33ae6411e706|DONE
